,Rating,Reviews
2115,2,Had to return. Some issues
2116,5,I bought it for my husband and he loves it. Quite big for every day use but excellent for its price.
2117,5,"I am so loving this phone a lot! Especially now that it has Marshmallow. Great battery life! The front facing speakers make watching videos and playing games an enjoyable experience. It's 5.5"" screen along with its resolution make the experience even better. Its not up to par with flagship phones but coming from an entry level phone this product is excellent! It does have little lags here and there but its not a bid deal. These minor hiccups I can live with. 2Gb ram really makes it work faster and multi tasking is a breeze if you don't have a lot of apps open. I am not a heavy app user so I don't have a lot of apps on my phone so the 11 gb memory is sufficient for me.I would highly recommend this product!"
2118,4,Forget liking this device I Love It. The sound from the front facing stereo speakers are amazing. No need for separate Bluetooth speakers anymore. The 5.5in LCD screen is pretty amazing. I personally prefer amoled/oled screens but in comparison this screen holds it own. The camera is pretty basic but can produce some great shots in auto mode as well with manual controls. Very thin and light to the point that it feels like maybe the battery is missing or that this is a demo/dummy phone with no guts. Very durable though as tested by accident when the kids dropped the phone and it slid across the tiled kitchen floor on its screen and showed no signs of damage without screen protector applied or case on it. Do wish that the company included a clear case though. Usb type c and water resistant are on my wish list too.
2119,5,"I have had the Idol 3 for 3 days now and I am in love with it! I was a windows phone user before, first time using an android phone in fact, and I love it. The battery works pretty good, I consider myself a heavy user and the battery lasted one whole day, that never happened with my lumia.The camera works pretty well too, I thought I would worry about the size since my hands arent that big, but no issue! The design is just perfect, I like it very much.I missed the LED light too! My lumia didnt have it either. If you usually watch vids or play games, nothing better than the idol 3. The speakers and the size screen are excellent! I just watched a movie with the phone and everything went very well!I just cant wait to order my case, there are no cases in my country for this phone, and I am disaster! lolIf anything happens, I will update.Overall: Excellent phone for an excellent price! Nothing to regret."
2120,4,Very good phone but when I got the case I had the phone in my pocket while riding my bike it came out fell to the ground and broke the screen
2121,5,"First things first, this is not a perfect phone, but it is pretty damn close and factoring the price I got it for $99, this has been one of the better phones I have used recently. So long story short, broke my Nexus 6 and didn’t want to spend a lot of money on a new phone. I tried out a Sony Ultra C5, I didn’t like the screen at all, otherwise nice phone, so I sold it. Then I tried an LG G3 and it was a great phone but the GPS and camera were terrible. Finally I saw this phone on sale for $99 and figured why not?Well it was a great decision. This phone has been updated to Android 6.01 and everything runs well on it for the most part. This is not a fast phone, but it is a fast enough phone. I am able to browser this Internet, play emulators, and watch movies with ease. Again, it isn’t perfect but for $100, or around that price, it is an amazing value!Highlights:- Fast enough CPU/GPU (with occasional freezes/stuttering, but doesn't get too hot)- Expandable storage- Wonderful front facing speakers that can fill a small room with sound- Decent 1080p IPS LCD screen- Near stock android skin- Excellent all day (with moderate usage) battery life- Fantastic 8mp rear facing camera- Great audio quality with headphones- Surprisingly good call quality- Built in music app is fun and useful- NO BLOATWARELowlights:- Front facing camera is only average with poor low light performance- Multi Media messages like group texts, email texts, and photo texts don’t work on stock messaging app- CPU/GPU does stutter occasionally- Phone is a bit ungainly and slippery in hand for one-hand usagePro-tipsTo fix the MMS bug I mentioned about texts under lowlights, use a third party program off the Google Play Store such as Textra. Additionally, I disabled the “enhanced 4G LTE” setting on the phone and that seemed to help.As for the display, it is great for the price, but it tends to run a little on the “cooler” side in terms of color. You can adjust your color hue under settings. I personally bumped it up one on the color warmth and it looks significantly better. Furthermore, the phone display is extremely bright so things may look a little washed out. To fix this, find an area that is well lit (one that represents where you spend most of your day), and then slide the brightness all the way down, then slowly increase it until you find the colors have the right look about them. Personally, I have mine set to about 35-40% brightness. You can always flip the brightness to “auto” when you go into an extremely bright or dark area."
2122,2,"buy mobile to you, but I do not work 3G band is only 2G and LTE, also does not come with the onetouch stream."
2123,5,"I paid $99 here on Amazon and honestly not sure how anyone is staying in business for these specs at that price. The only thing really lacking is a gyroscope but for the price I can't really complain that it's missing. This is loaded with android 6.0.1, everything seems really snappy. This is the first phone I've used with soft keys and it's not bad. The front facing speakers are surprisingly good. However compared to my last phone the audio stream over blutooth is not as loud, meaning in my car I have to turn the dial up in order to have the same volume. I'd advise turning off the JBL special effects otherwise you'll end up with muddled music that is overly bassy, Although maybe you'll like it. The key is that you can atleast toggle this feature on or off depending on your taste.Pros:Nice screen sizePleasant designFront facing speakers sound really great (but will sound distorted at max volume)Speaker and microphone on both sides so you can answer/talk no matter which orientation you have the phone.Micro SD storageLong lasting batteryScreen will work in any orientation (nice for when you want to have the charging cable on the top vs bottom while in the car)Con:No gyroscope"
2124,3,"Hi.The description of the product say: Is global unlocked and can use in 4LTE but it doesnt work, If you can help me I'll really appreciate that.Anything else is ok.ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)"
2125,5,A great phone but I spend way too much on other accessories which had me throwing it away in the trash.
2126,5,Really good phone for the price ($99.99) the phone works well and I am very satisfied with my purchase. The phone has 13mp back camera and it can shoot 1080p HD videos. My service provider is Metro PCS and they were able to activate my phone without any trouble. However I paid a $25 activation fee because I had to purchase a new sim card. Overall i am happy with the phone and i hope it will last a while.
2127,1,"I am kicking myself for buying this phone. All I really wanted was a phone to make calls,txt,and use a few apps. Not a heavy user.PROBLEMS started after the 15 day return policy. My reception was poor to say the least. At home my wife's Apple 4 was getting 3 bars and no reception problems. Sometimes I would get 3 bars but mostly ""no service"" or ""emergency only"". So I buy a signal booster for the house...great for my wife, no help for me. Next the pattern swipe for access doesn't work. You end up calling Mexico for help and they want you to go thru ""factory reset"". So I do...3 times. I still have failure of pattern swipe again and the reception hasn't improved. Now they want it back to fix or replace so I'm without a phone while they diddle around with it. If you're thinking about buying this phone....keep thinking!"
2128,4,"Great phone, first thing I did was update it which took about 20 minutes, it was well worth the wait. There was a lot of lag at first but after the setup everything was smooth. Then I installed my 64 GB SD card and off loaded all the apps I can while setting my camera, voice recorder and music defaults to the SD card ( 16 GBs with only 10 free is pretty low now a days) so with all my apps and cashe totals to about 3.5 gbs combined with 6.5 ish to spare on the phone for apps that can't be off loaded to the SD card.The build reminds me of a better thought out Samsung s4, screen is awesome coming from a flagship HTC m8 and speakers are on par! The plastic build has some defects on the corners, some paint imperfection but you really had to look for it. Peformance wise I didn't noticed much from my HTC m8 I would say I'm not hard core on my mobile devices, just social, YouTube, some games and lot of web browsing. The nice touches of reversibility and double tap to wake are great additions and make a lot of sense ( although I forget its hard to take a picture upside down ). Almost stock android is a delight to use, at first I was so dumbfounded on how much less I had to do to set up the device, which caused me to stare at it and wonder what esle to do.Over all I would give it a 4.5 just because of the small defects in the paint, never the less an awesome phone for the price."
2129,3,Tells me emegency calls for no reason
2130,5,So far I like it very much!
2131,1,This item was damaged really bad I ended up having to pay for repairs...this wasn't a good buy on my end....in case your wondering the screen fell off the device.
2132,3,"I really, really wanted to love this phone. I mean, what more could you ask for?! Super thin and light. Stereo front facing speakers with amazing sound quality. Full HD screen both bright and crisp. Nearly pure version of Android Lollipop. Respectable battery life. JBL headset IN THE BOX. Attractive looks that are just enough different from the crowd for people to ask, ""hey, what kind of phone is THAT?""Sounds great, right? The problem for me is two-fold. 1) There are only 11 GB of available storage on the phone, which is really, really small. Well, you say, that shouldn't be a problem because it supports Micro SD cards up to 128GB, right? 2) Yes, it does support Micro SD cards but the implementation is almost unusable.You cannot move apps from the phone to the SD card, really. Oh, you have the option in Application Manager to ""Move to SD Card"" but because of the way they've made the filesystem, you only have the ILLUSION of the app actually moving. Move an APP and then go look at the SD Card in File Manager, and you find that NOTHING actually moved.Further, some apps (like Amazon Music) which allow for selecting where files should go, only recognize the SD card SOME of the time. Other times, nada. Also, sometime the SD card wouldn't mount, leaving lots of missed apps and files (even though the apps aren't actually ON the SD Card).Last complaint: Wifi reception and speeds were sketchy compared to all the other devices in my house.In the end, I sent this phone back and bought a used Note 4. I guess $250 is just a little TOO LITTLE to charge for a phone."
2133,4,"First let me tell you that I spend a lot of time reading reviews and on tech sites and am usually the guy in the family that everyone asks for tech advice.After my Nexus 5 screen shattered I was not happy with the state of any of the higher end android phones. They were just too expensive and big. SO after much research i settled on the Idol 3 after reading tons of great reviews.DESIGN: The phone is thin and sleek. I quite like the plastic back. It has a nice feel to it. There's not much flair to the phone but I personally like that. Its a little big and maybe a tad uncomfortable to hold because of how thin is it. The front has two front facing speakers, and there's a notification light up front. The tray that holds the sim card also has a place for you to put in a micro sd card.Camera: Right off the bat I have to tell you that the camera BLEW ME AWAY. In auto mode you get some very good images, but the camera comes in full manual mode that lets you adjust ISO, shutter speed, focus, and white balance. I've gotten some AMAZING images from this phone. Its probably the phone's most under appreciated feature. The camera has other modes, but I almost never touch them.Battery: The battery for me on this phone easily last a day, and with light use will last 2. I can't tell you how nice it is not having to worry if i remembered to pack my charger all the time.Screen: The screen is nice and bright, colors nice and sharp. Its not the sharpest, but its a great screen, and better than most in this price range.Software: The phone comes with almost stock android. The minor changes are generally useful, like letting you restart the phone and put it in airplane mode from the power button (which annoyingly google too out of stock android). Alcatel has not been the best about software updates, but they have been really good about security updates. Since i've own the phone there have been two security updates. This is good! Most cheap phones never even see these.Performance: This is really the only place that the phone falters. Games take a while to open, and if you have too many apps or tabs open, the phone really starts to get sluggish. About once a day I end up closing all apps to release some ram. This generally helps, but sometimes I end up having to restart the phone to get it back. That being said most apps are fine. Apps like facebook or twitter don't have any hang ups.Overall, this phone is such a good value. Except for maybe being a tad too big, and sometimes sluggish performance with more graphic intensive games, this phone is a joy to use. In many ways it best phones costing 3 times as much."
2134,1,I got a crappy phone which did not work after one hour of use .
2135,3,The screen is very good and so are the speakers. The battery life is good as well. The phones weakest points are build quality and performance. It became frustrafing to use. The phone itself looks great but the speaker and screen had some movement. It seemed separated.
2136,5,"I've been using this phone for a month with T-Mobile. I haven't had any problems with it. It has a great display, great sound and great connectivity. It fits well in my hand, call quality is excellent. I also use it with Ooma's app to make calls over wifi and that works great too. You'll need to be an Ooma customer to use that. I put a 128GB micro sd card in it, that's pretty well loaded with video and music. It doesn't seem to drag performance. I moved what apps allow it to the card. It's a great phone if you watch a lot of video whether it's streaming or using internal storage. I had considered the Moto G until I found out it didn't support wireless display. I had doubts about Alcatel, but this phone has turned out to be superb. The only thing I don't like about it is the button and usb port placement."
2137,4,"Got this to compare with my OnePlus 1 & Asus Zenfone 2 with 4GB. Overall I'm very impressed. Looks wise I'd rate it about equal to the 1 & better than the zenfone 2.Powerwise the Asus & OnePlus both score better than the Idol 3 & yes I to sometimes notice some lag from time to time. The screen & speakers on the Idol 3 are better than both Oneplus 1 way brighter/louder/better than the Zenfone. As the pro reviews have said it isn't easy to see the Zenfone screen in the sun & here in Texas we have a lot of sun. However the Asus is a super game playing device where I'd advise gamers to avoid the Idol 3. It is great with most everyday tasks like e-mail, messaging, phone calls, & web browsing. Camera-wise the OnePlus (esp video) & Asus 1 are a bit better than the Idol 3 but all three, camera-wise are a good bit below the Apple 6 phones or Samsung S6 amoung others, but for their price they're pretty good. Over all I think the OnePlus 1 is slightly better than this Alcatel Idol 3 but the Asus is the best cheap game phone around. Just use a IEM/headphone for games& music with it 'cause the Asus speaker sucks."
2138,5,good
2139,5,"This is only my own humble review after a week's use after my Sony xperia z3 broke.PROS————Interface is interesting, it has many features, I like the icons and the way the lollipop runs on this phone, screen is big and the colors are good, it runs smooth overall for a 250 dollar phone, I consider it a good substitution for my non-waterproof Sony xperia z3, at a much lower cost, the games run with better performance on this one than in the z3.Sound software is good, and ear buds are much better than the ones that came on my z3, I find it enjoyable to listen to music on my idol 3.It is very light, I haven't dropped it once (which is rare for me) it's design I like more, the camera viewfinder is faster than on the Sony Xperia z3, even though photos are no as good but in relationship to cost/expectation it delivers so much more.CONS————Battery saving modes are nos as good as the xperia's staminas, the battery last a lot although not as I was used to on my older phone. Idol 3 has minor software related bugs (songs stutter every once in a while) volume control is rarely unresponsive and may lag from time to time, sometimes the volume responds but the meter on the screen is unresponsive. Phone may become laggy when more than 5 apps are open, so you have to close them. I haven't found any good cases available for the phone yet, the best one I bought was made out of poor material.Videos don't run as smooth as on my xperia z3.Overall: it is a lot for the price, I can find many pros on this phone over sonys flagship at the time of the review (z3) which costed me more than double the price for this one. It delivers more than expect for money on today's market. So considering that I have to give it a 5 star."
2140,5,"Great phone for the money. No major complaints, I highly recommend it."
2141,4,"Coming from a ZTE Z998, this phone is an enormous upgrade, but does have its quirks. There are many features of the phone that are simply great, but I'll cut the chase and get to the dirt:*Phone is a little laggy at time, especially in Google Chrome.*Double tap to Wake rarely works on time. Sometimes takes up from 1 to 3 minutes for the phone to finally come to the lock screen.*Cellular service signal often just quits. Not sure why, but it is kind of annoying.*LTE signal takes quite a while to lock in. Most of the time the signal comes in with H+. This does effect down/upload speeds.*I've found Bluetooth in my car to be a little quirky. Phone doesn't always sync automatically with my car's Bluetooth. Not sure why?*When getting a phone call with a 3.5 mm jack plugged in and Bluetooth also enabled, call goes through or comes in, but parties on the phone can't hear one another. I've looked into the settings, there may be an issue here?Aside from those issues above, which can likely be worked out if Alcatel ever issues an OTA update, the phone is great. Videos and music are crisp and clear. Games are fun to play, very little lag there. The screen is great! For a phone, the audio is fantastic! You can move your apps over to the SD card to save internal memory. Not all the app data is transferable, but being able to move it over does help. I wish there was a way to control where your ""downloads"" save file to, but unfortunately there is not and a download automatically saves to the phone's memory. You have to make a conscious effort to move the file over to the SD card, as to not consume your internal memory. 11 GB's of memory doesn't go too far these days.For the money at $250, this phone is a pretty good buy and worth the money. It is clear however where Alcatel cut some corners to stay in the $250 price range and still make profit. Too bad phones are so throw away after 2 years of use. Guess that's the nature of technology and people always wanting something better. Enjoy the phone!Screen protector and a phone case are a must if you want to preserve any phone for at least 2 years. There aren't too many phone case options for this phone yet thought. :-("
2142,5,Excellent value for your dollar and works on AT&T and T-Mobile networks at LTE speeds. Speakers are loud without distortion and screen is bright and clear with good viewing angles.
2143,4,"I was very lucky I have this Android phone! Its cheap but, it has competetive performance compare to the high end android phone. I did not have a second thought to buy this gadget!"
2144,4,"I have T-Mobile and it works fantastically. I bought it because I needed a bigger screen (had the Moto G, another great phone) but the screen was too small. Great phone all around."
2145,5,"Love this phone! I'm not a tech person, but I can absolutely appreciate the value I am getting from this $250 phone. If you don't care about all the speed ratings etc. , which for everyday typical phone use shouldn't make a difference, then I highly recommend checking out this phone."
2146,5,I bought this phone for my wife as a replacement for her old one. We both loved it ! It make me wish that I had ordered it for myself. It is a beautiful phone with great features at an incredible price. I am very pleased with this purchase.
2147,5,"My 1st impression upon opening the box was ""wow, this is gorgeous"". Yes the back is plastic, but the build quality, color, finish and overall design makes it look and feel like a premium product. I was pleasantly surprised at how sturdy yet lightweight it was when I first picked it up. Turning it on made me feel even more wowed. The screen is just gorgeous, probably the best that I've seen. It's sharp, hi-res, great colors, and the GUI and near stock Android experience makes the experience that much better (unlike Samsung or other phones where they have great screens but the GUI ruins the premium feel).There's some lag when I'm going from app to app, but I'd say it is something I can live with, it doesn't happen all the time and closing all the apps seems to remedy this problem. I'm able to play the latest games, and for the most part it's a fast experience.I was worried about the camera from all the reviews and 100% cropped sample images I saw on the web. But actually after several test shots I'm surprised that the photos turned out well. The photos are a little smudgy when zoomed 100%, and low light performance could be better, but when I'm viewing them on FB or just zoomed out on my pc, the photos are very clear, good contrast and decent colors. The quality reminds me of an entry to mid-level point and shoot camera, or an iPhone 4s or 5. I wouldn't zoom in all the way or print these photos that's for sure, but the camera is actually better than what all the reviews online have made it seem (it's a 250 dollar phone for crying out loud).Overall this phone is a steal at 250 bucks. I'm thinking of buying 1 for both my parents. I would not hesitate to buy this at all, and the best part, it's an affordable phone that doesn't look like an iPhone."
2148,5,It great 👍
2149,5,"I spent three weeks comparing phone specs on gsmarena and I'm very impressed by this phone. It stands up well against the so called ""flagship"" phones. For those looking at $100 phones, my advice would be to save your money and wait until you can buy the Alcatel OneTouch Idol 3 which is very reasonably priced for what it brings to the table. This phone is a very lightly skinned pure Android phone, which Alcatel did such a great job with I no longer need a launcher such as Nova. Over the air updates are also a major plus. The build quality is fantastic. This phone has a metal center body wrapped top and bottom with aluminum or stainless steel bands -- I can't tell which. The top band also wraps over the stereo speakers. The back is textured plastic, which is a must because it wont interfere with the internal antennas. I also like the slide out sim and SD card tray and the full 1080P display. Those things, and much more, are what you would normally pay $1K if you bought a ""flagship"" phone. One word of advice, leave the display brightness on ""auto"" or you'll use too much battery. Other than that, battery life is fantastic no matter how much you use this phone during the day. Alcatel would sell a lot more phones if they'd list more technical features for their phones, and I'm not really sure why they don't. I could write a lot more, but let's suffice to say, I am not easy to please but I am very happy with this phone. Normally I would find something I don't like, but in this case, that didn't happen."
2150,5,excellent
2151,1,I would not recommend this phone because it is NOT supported by the manufacturer. There is no support for this phone whatsoever. It's biggest problem is software and there isn't even a FAQ blog to go to. DO NOT BUY THIS PHONE!!!!!!!!!!!!
2152,5,Although the cameras are not the best in the world I cannot be too angry for $250!The screen is super bright and the speakers are front facing and better than my iPhone!Unfortunately the battery will not last you all day in heavy use but again for the price it cannot be beat!
2153,5,"A lot of people have suggested that a power user should really go for one of the top tier flagship phones where they don't compromise on CPU, RAM, display etc. I am a software developer and most definitely a power user. I take a lot of time to customize my phone and I use it very heavily and I can say without a doubt, I will never spend $500 on a phone again now that I have seen what $250 can buy.If you know how to manage your memory, this phone is very snappy. I haven't done much in the way of 3D gaming so I can't comment on that but that's not a power user thing. That's a teenager nerd boy thing. If you want a mobile gaming platform for your spoiled brat, you may want to spend more. I for one couldn't imagine spending $600 or more on a phone that will probably get broken in your kids backpack, but that's your call.The display is quite nice, clear, bright colors. The camera is even quite good. The battery could be better but it still lasts me a full day with heavy use. I'm not a big fan of the stock user interface but now that I've loaded Apex Launcher, that's been resolved anyways. There are a ton of launcher options out there and they all offer a better than stock user experience in my opinion. I highly recommend Nova, Apex or Hola Launcher but there are a bunch out there worth exploring. I'm happy with Apex but I like to explore and see what else is possible.Still, if all of that was good but the call quality was bad, this wouldn't not be a positive rating. That was a major concern for me since there are some ratings out there that knock the call quality. I really don't understand professional reviewers on sites like C-Net or PC Mag that give a glowing review of the phone when the one negative is the poor call quality. It's a smartPHONE. The PHONE part should be the most important. Anyways, while it's not the best call quality I've had, it's actually quite good. The only complaint I have about call quality is that I sound a little tin to the user on the other end of the call. They can still hear me clearly, even in a noisy environment and there's no reverb or echo or scratchiness. The sound quality on my end is quite good also, including the speakerphone. Also, I get a better (cell radio) signal with this phone than I did with my T-Mobile HTC One or my unlocked Sony Z3 which means I can make calls in places where I couldn't with those phones and I have less likelihood of having a call dropped.For this price point, it's a fantastic phone. I used to only buy flagship phones for between $500 and $700 and I always felt ripped off (Sony, Samsung, HTC). This is the first phone purchase I've made in the last 7 years that I feel like I got my money's worth (and then some).Bottom line, if you are in the market for a flagship phone, consider what you will actually be using it for. Then consider saving yourself some money."
2154,5,"I offers more than any other phone alone or together. Speed, look, one can answer in any side. Has an excellent look. Light and thin. A 5.5 display, wide front camera - has a great back camera. On top the Audio Mix - has an excellent crystal sound on 5.1 stereo and great great headphones.On top, it offers more than iPhone 6 on $250. After a day paying with it - a friend of mine - just garbed it from me. Now I have to boy another one :). Currently I have an Idol 2 - but Idol 3 is much more advanced. I recommend it to all."
2155,5,Is good.
2156,4,The phone is alright but the new update have it kind of buggy and I don't like how they put the charger at the bottom. Also the front facing speakers or up to par when watching videos.
2157,4,great
2158,4,"I surprised my girlfriend with this phone for Christmas and she loves it. The wasome thing about is,there is very little that this phone won't do. Definitely worth the price and then some. The resolution isn't half bad at all and the interface is very clean and bear stock Android."
2159,1,The processor is SUPER SLOW .. the battery life SUCKS .. on a full charge overnight not even 2 hours and it's already near 70% lags a lot and it just annoys me a lot because of how slow and unresponsive it can get. I wouldn't recommend anyone getting this phone if they don't like waiting for their phone to just open a simple messenger app.
2160,1,"Very unhappy with this phone... I cannot send or receive pictures on message.. Also I cannot delete emails.. It says I'm not connected yet I'm on line... I've talked to my carriers and they say all my settings are correct... I cannot continue to deal with this, I'm pulling my hair out.. I'll be returning this phone as soon as I get another one and get my information off this one."
2161,5,So far this phone is awesome. I am using it on Metro PCS. In the metro Detroit area I can generally hit around 70 Mbps all the time. Phone is running fast and not lagging even when using multiple apps. Speakers are super loud. So far I love this phone. Update. After a month of having this phone I have to say I love it. It is everything I want in a smart phone. Great screen. Super bright. Very thin. Awesome battery life. Good speed opening and switching between apps. Love the loud decent sounding front facing stereo speakers. Love being able to use phone in any orientation. Why buy a phone for 200 on contract when I can buy this and not be locked down to a carrier. I would highly recommend this phone to anyone looking for a perfect midrange phone.
2162,3,Good phone for the price excellent display and speakers but the processor is little slow
2163,1,"Bought 4 wife. She hates it. Non-intuitive. Wifi drops regularly, although the phone reports that it's connected. I've tried troubleshooting it. I hate it too.Troubleshooting answer. Problem was that this phone saves the last IP address of each WiFi. This is sub optimal, because the router isn't using fixed addresses. Win7, Win8, Linux, other Android, and Fire platforms all handled this with no problem.The manual and support site are not useful. We've still got a beef that the phone is often taking screen shots for no apparent reason.I might raise my rating to 1.5, but I'm still in trouble with my wife for buying it for her."
2164,3,"Good phone overall. Excellent speakers and very user friendly. I've had this phone for about 6 months now. The only problems I see that are major issues are the reception and text message issues. Reception on this phone is extremely spotty. I have my galaxy S5 next to it - sometimes the idol will be on emergency calls only while the S5 has one bar of 4G LTE. The text messages will come in out of order sometimes. Also, group texts revert to a 1970 date and fall to the very bottom of the text queue. Also, the lag on this phone is noticeable with textsBecause of these major issues, I would likely not buy again."
2165,4,"The positive 5-star reviews are accurate, and overall this is a great quality phone for the price. Everything works well.However, after having used it for some months, then trying out an HTC m7 with a 4.7 inch screen, I wish I had gone with the 4.8inch version of the Alcatel oneTouch Idol. While readability and viewing videos from a distance is nice, the 5.5"" screen is too clumsy, too difficult to hold in one hand, and too long to fit in a pocket. It just scares me. I live in fear that it will grow too big for me to safely control anymore, and one day it will take over my life.It is also incredibly slippery without a case. More points off for handle-ability. I think they grease the backside with Crisco. This, combined with the clumsy size, makes it super easy to slip out of your hand.Even with the case (I bought here: http://www.amazon.com/gp/product/B00ZOER95Q?psc=1&redirect=true&ref_=oh_aui_search_detailpage) it is difficult to keep in one place. It's a slippery fish just waiting to flop around and escape your grasp to fulfill its secret plans of world domination."
2166,3,Good enough phone at a price that can't be beat.
2167,2,"Phone stopped working and won't turn on in less than one year, vendor (Good guys) say their warranty is only 90 days, now trying to deal directly with Alcatel. This is what you get for not buying reputable brands like Samsung, Apple, etc... Will never buy Alcatel again."
2168,4,It's been about a year since I've had this phone and I would buy it again if the new version wasn't out. For those interested in this phone it is under $100 here on Amazon. I find that a great price for a beginner smart phone or for a person who isn't interested in all the bells and whistles of a $700 phone. This thing gets the job done for me running on Android 6.0.1. Ok now for the reason why I gave it 4/5 stars. The phone battery gets warm to the touch under heavy use like watching videos which causes it to kind of feel sluggish. The camera is weak under low light conditions but that didn't bother me since I rarely used the camera. Video quality is alright in clear conditions but like the camera I had no use for that feature. Finally battery life is not that great if you find yourself away from an outlet. Good thing it charges fast. I could go into other features but it really is just a phone for me to keep in touch with family and work. One final thing. The up front dual speakers make listening to music fun. No more cupping the speaker to redirect the sound!
2169,1,"This phone seemed ok at first.Out of nowhere the power button started shorting out, if pressed the phone would turn back on like it was stuck...electrical problem not physical though.Few weeks later SD slot failed.I've been on hold with Alcatel trying to do a return for the last 45 minutes, this company and their products seems pretty bad.-Followup, phone volume button automatically starts increasing volume, shorting similar to the power button. This turns the display on and causes the battery to drain quickly.When the battery fully drains the phone doesn't turn on even at full charge, it has to be overcharged for another hour before it turns on. Had to charge mine 10 hours last time battery complete drained before it would turn back on.The person who said this review is not helpful was probably a shill working for this crap company."
2170,5,"Awesome!! I haven't had any problems with it. Nice screen and speakers. The camera is great for the price, good colors and all of that. Only one thing it does get a little warm but cools fast"
2171,1,"Crashes and reboots frequently. In Whatsapp, it hangs when viewing an image... slow. Screen already has a break without dropping it, and it has a rubber protector. Worst, a hairline break on the screen has made the keyboard useless, can't return phone... it's dead in only 35 days...I made a mistake buying it..."
2172,4,So far so good. Great screen and not too slow
2173,1,"I am very disappointed with this purchase. I have been using the phone for less than 2 weeks and I am very close to flushing it down the toilet! Within a few days of using it, i noticed it started freezing for hours on end and only a battery pull can resolve that temporarily.... Please note that I have only ever downloaded one app and that's whatsapp. About the 5th day of using the phone, I noticed that it began shutting down on its own, sometimes it restarts, most times it doesn't. Another issue is that the wifi keeps turning off on its own or just jumping off the internet. Also, the mobile data also spontaneously turns off by itself. Yes, that's 4 issues in just about 12 days of owning this phone. It has now become the bane of my existence! I am so frustrated with this phone, they don't even deserve 1/16th of a star! I will never purchase this phone ever again and I wouldn't want it even if I was being gifted one! I will also warn everyone I know not to purchase this phone, for the statisfaction they will receive from the reasonable price will surely be negated shortly thereafter with the range of issues that this phone has. I guess I will just have to dig deeper and purchase a more reliable phone that will undoubtedly cost me 4 times than what I paid for this, I felt like I wasted my $200. I am certain of one thing, an Alcatel phone will never be brought into my home again! People be warned.... Don't waste your energy, money or time, just save until you can get a better phone, one with warranty and some accountability on the company's part and most importantly never purchase a phone over Amazon. I am totally dissatisfied with the entire purchase as I also never received the Mr. shield screen protector and when I contacted them they told me to contact Amazon! I should have known this was a raw deal and returned everything! Alas, this will never ever happen again. Worst purchase ever!"
2174,1,"After about 7 years of iphones (3/4/5), this was my first Android, and I was initially thrilled because it was cheap and large and seemed to work well.That ended after about two months, when it started lagging and/or crashing constantly. I was resetting 2-3 or more times every day, and it became near useless. I reinstalled and wiped multiple times and nothing improved it. The camera is also very very poor compared to an iphone and even some other Androids. Fortunately it got stolen from me after about 4 months, so I had an excuse to buy a new phone."
2175,1,Reboots by itself 4 Times/ Hangs up calls 4 times
2176,5,Excellent product!!!!!! i recomend it 100%
2177,5,"I'm using this phone 3 weeks now and so far have no complains. I'm not a power user which menas mostly web browsing, Viber, messaging, phone calls etc. My sone downloaded some quite demanding games on it and all were running with no issues. The device is always on WiFi or LTE and I can get a 1.5 days from it easily (4.5 hours SOT).There are some intermittent lags I notice but not really significant. Most of the times the phone is very responsive.I like very much how it looks and it's screen size and quality.My previous phone was Nokia Lumia 830 which had very good rear camera but do not feel this phone is a step back.Overall for 160$ on Amazon this was a very good deal. Hopefully it'll carry at least an year and more."
2178,5,"Needed a new phone since I broke the screen on my new galaxy 5 in the first 2 months I owned it. I read the reviews and ordered the Idol 3 since it was cheaper than replacing the screen and digitized on the Samsung. I just hoped for the best, and can honestly say I was very pleasantly surprised. The phone looks, feels and operates like a quality product. I like it and its features better than the Samsung. I have had it about a week and could not be more satisfied. We'll see how it goes, but as of now I highly recommend this phone."
2179,1,It didn't work. Had a mind of its own. I need to send it back! This was my 2nd one.It did the same thing. I've sworn off Alcatel for good.
2180,5,"Nice phone for what I paid (99). I'd much rather pay this price whenever my phone breaks then paying 600-800 for another phone!Overall good buy. Works well, has nice features."
2181,5,Guys excellent phone than moto g play all with jbl speakers and headphones just buy first and than see the magic good budgeted phone just for 99 dollars
